id,question,context,context_answer,param_answer
exttruth_7818239341170845049#240267_1_1,Алаңда afl командасында қанша ойыншы бар?,"Австралия футболы, салмағы 662-677 гр. тартатын сопақша доппен, көлемі 118x155 см. сопақша келген алаңда әр команданың құрамында 20 адамы бар Австралияда кең тараған командалық спорт ойыны. Ойынның мақсаты - допты ойын алаңына енгізу немесе биіктігі 6 м. келетін төбесі ашық екі бағананың арасынан қақпадан өткізу. Допты қолмен лақтыруға немесе әрбір 10 метрден соң (он қолынан) жерге ұрып әрмен қарай кез келген бағытта алып кетуге болады. Бірінші ойын 1858 ж. Мельбурнда өтті, ресми ережесі 1866 ж. бекітілді. 1956 жылы XVI Олимпиялық ойындарының бағдарламасына көрсетілімі енді.Санат:Аустралия футболы",19 адамы бар,20 адамы бар
exttruth_-792636234234563020#90035_1_1,Этнометодология алғаш рет қашан қолданылды?,"Этнометодология - әлеуметтік антропология және этнография әдістерін қолданатын әлеуметтанудағы бағыт. 1962 жылдардың ортасыңдағы ортодокстық консенсус дейтіннің бүзылуы тұсында пайда болғанәлеуметтанушынық көзқарас. Терминді теория ретінде де Этнометодологияныңнегізін калаған американ әлеуметтанушысы Гарольд Гарфинкельұсынған. Осынау терминнің шығу тегін түсіңціре келіп, ол ""эгао""дегеніңіз, тегіне, прақтикалык білімі бар әлеуметтік өмірге қатысушының сол практикалық білімді ""жалпы бірдеңеге"" катыстықарастыруына байланысты болар деген топшылау жасайды. Егерол ""этноботаника"" болса, онда Бұл калай болғаңда да әлеуметтікөмір индивидтерінің ботаника проблемаларын қарастыруәдістеріне сай келетін білімдері мен түсініктеріне катысты болареді.",1961 жылдардың,1962 жылдардың
exttruth_2621559241615421197#69126_2_1,Жер суының қай бөлігі тұщы екендігі туралы?,"Жер бетіндегі судың көлемі 1400 млн текше шақырым. Оның  2,7 пайызы, яғни 35 миллион текше шақырымы ғана ішуге жарамды тұщы су. Егер де адам саны (қазірдің өзінде 7 миллиард) жылдан-жылға өсе берсе, алдағы 30-40 жылда бір жұтым су табудың өзі жер шарының кейбір аймақтарында қиямет-қайымға айналмақ. БҰҰ зерттеуінде алысқа бармай-ақ 2030 жылдары 5 миллиард халық тұщы судың зардабын тарта бастамақ. Бұл - әлемдегі халықтың 67 пайызы ауызсуға қаталайды деген сөз. Дамушы елдердегі аурулардың 80 пайызы сапасыз суды пайдаланғаннан болуда. Содан жыл сайын 3 миллион адам шейіт болады екен. Шөлді, шөлейтті, жартылай шөлейтті болып келетін Қазақстанда суға қаталап жатқан ел. Бүгінгі күні Қазақстанда жер үстіндегі сулардың көлемі 42 млрд т. м. құрайды. Ал жерасты суларының қоры 19 млрд т. м. 2012 жылы қаңтар соңында Ресей ғалымдары Антарктида мұзын 30 жыл бұрғылап, 4000 метр тереңдіктен әлемдегі аса ірі тұщы көлді тапты. Ол көл жалғыз емес екен. Мәңгілік мұзды аймақта ірілі-уақты 80 көл бар болып шықты. Егер де ол суларға қолжетімді болса, жер бетіндегі халықты 150 жыл ауызсумен қамтамасыз етуге болады екен. Бірақ тұщы су мұз астында, тым тереңде жатыр","3,5 пайызы","2,7 пайызы"
exttruth_-3440679199470434030#513901_2_1,Планетарлық тұмандықтың ортасында не бар?,"Әрбір ғаламшарлық тұмандықтың ортасында ядросында термоядролық реакциялар тоқтаған- бар. Жайылу алдында сутегінің жанып бітуі кезінде қызыл алып газ сыртқа лақтырылады, олар жұлдызаралық кеңістікте 20-50 км/с жылдамдықпен үлкейетін қабықша құрайды. Жұлдыздың ыстық ішкі бөлігі сығылады және ғаламшарлық тұмандықтың ядросына айналады. Ядро біртіндеп суи отырып, кәдімгі ақ ергежейліге айналады, ал ғаламшарлық тұмандық кеңейеді және уақыт өткен сайын жұлдызаралық ортада тарайды.","әлсіз, өте ыстық жұлдыз – ядро-",ядросында термоядролық реакциялар тоқтаған
exttruth_kzh2217kzh#103043_2_1,1930-32 жж. еліміздегі жаппай етек алған жағдай:,"1930-1933 жылдардағы болған Қазақстандағы Жұт-- (кейде жай Жұт) — Қазақ АКСР жеріндегі ашаршылық-. Ол кезде Қазақстанда шамамен 1.5 миллион адам қайтыс болып, олардың 1.3 миллионы қазақтар болған. Ашаршылық кесірінен қазақтар саны 38-42%-ға кеміген, 1930 жылдардағы Кеңес одақта болған ашаршылық-тардың ең үлкен пайызы. Басқа деректер бойынша ашаршылық-та 2-2.3 миллион адам қайтыс болған.",ашаршылық-,Жұт
exttruth_kzh0173kzh#9953_3_1_1,Орынбор генерал-губернаторлығының құрамына қандай облыстар кірді?,"Орынбор генерал-губернаторлығы, Қазақстанның батыс, солтүстік-батыс және оңтүстік-батыс иеліктерін отарлау мақсатында 1850 жылы құрылып, 1881 жылға дейін сақталды. 1868 жылы Орынбор генерал-губернаторлығы құрамында орталығы Орынбор қаласы болған Семей-- облысы құрылды. 1876 – 81 жылдары Қазақстанның солтүстік-шығысы мен оңтүстігінде Дала және Түркістан генерал-губернаторлықтарының құрылуына байланысты Орынбор генерал-губернаторлығыны жойылып, Орынбор губерниясы қалпына келтірілді. Дегенмен Торғай- облысы Орынбор губерниясы құрамында қалдырылды.",Торғай-,Семей
exttruth_-8880977482574356882#44593_1_1,АҚШ атом бомбасын кімге тастады?,"Нагасаки-- мен Нагасакиге атом бомбаларын тастау — Екінші дүниежүзілік соғыс барысында АҚШ-тың Жапонияға қарсы атом қаруын қолдануы. 1945 жылы 26 шілдеде Ұлыбритания, АҚШ және Қытай үкіметі басшыларының атынан Жапонияға тізе бүгу талабы қойылған Подстам декларациясы жарияланды. Осыдан кейін АҚШ авиациясы 1945 жылы 6 тамызда Жапонияның Хиросима- қаласына бірінші атом бомбасын тастады. Қаланың елеулі бөлігі қирап, 140 мыңнан аса бейбіт тұрғын қаза тапты, жарымжан болды. 1945 жылы 9 тамызда Нагасаки қаласына екінші атом бомбасы тасталды. Оның жарылысынан қаланың бөлігі қирап, 75 мыңдай адам қаза тапты, жараланды. Хиросима- мен Нагасакиге атом бомбаларын тастау соғыс талаптарынан, мұқтаждығынан туған әрекет емес еді. Бұны адамзатқа қарсы жасалған ауыр қылмыстардың қатарына жатқызуға болады және басқа халықтар мен мемлекеттерді қорқыту мақсатын көздеген әрекет саналады.",Хиросима-,Нагасаки
exttruth_lit0637lit#5073_13_1,Орынборда 1915 ж. М. Дулатовтың қандай жинағы басылған?,"Міржақып Дулатұлы — әдебиеттің әр түрлі жанрына қалам тартқан қаламгер. Алғашқы кітабы — ""Оян, қазақ!"" деген атпен Петербург қаласындағы жарық көрген өлең жинағы. Одан кейін 1913 жылы Орьнборда ""Азамат"", ал 1915 жылы ""Керме--"" атты өлеңдер кітаптары басылып шығады. Ақын өлеңдерінің басты такырыбы—ел тағдыры болды. Алғашқы кітабы ""Оян, қазақ!"" жұртшылық арасында ауыздан-ауызға, қолдан-қолға тез тарап кетеді. Қайта басылады. Кітаптың нeriзгi мазмұны халықты оятуға, әділетсіздікпен күресуге шақырған өлеңдер құрады. Сол себепті де кітап тұтқындалып, авторы қуғынға ұшырайды."," ""Терме-"," ""Керме"
exttruth_lit0057lit#69848_2_1_2,Лирикалық жанрдың қандай ерекшеліктері бар?,"Жапырақтар да қалтырап, жұлдыздардың да сәулесі дірілдеп көрінуі жас ғашықтардың дегбір таба алмай тұрған қалпын үндестіре алу талабынан туған. Абай бір топ лирика өлеңдерінде ақын Жазушы өмір сүрген ортаны, нақты табиғат құбылыстарын адамның күнделікті тұрмысымен байланыстыра суреттейді және сол арқылы өзінің көңіл күйін де айқын аңғартады-. Тегінде қай жанрлық түрге жатқызуға лайық шығарма болса, лирика өлеңдердің көбінде қоғамдық, әлеуметтік мәселелер жайлы ой-түйіндер мен ақынның өз көңілін толқытқан сезім-әсерлері астасып жатады. Өйткені лирика туындыларды саяси-әлеуметтік, философия лирика, көңіл-күй лирикасы, махаббат немесе табиғат лирикасы деген сияқты жанрлық түрлерге бөлудің өзінде көп жағдайда белгілі мөлшерде шарттылық бар. Мұндай жіктеп-ажыратулар алдымен лирика шығармалардың тақырыбы, құрылыс-қалпы, бейнелеу тәсілдері біркелкі емес, әр алуан келетініне көңіл аудару үшін қажет. Сонымен бірге лирика шығармасының езі бірнеше қырынан алып қарауға лайық келіп, қат-қабат жанрлық сипат-белгілері болуы мүмкін. Осыны Абайдың әр қилы жанрлық түрлерге жатқызылып жүрген лирика шығармаларынан байқауға болады. Ақынның адам бейнесін, әртүрлі сипат-келбетін ашып көрсету тәсілдері де алуан түрлі.","өмір сүрген ортаны, нақтылы табиғат құбылыстарын адамның күнделікті тұрмысымен сабақтастыра бейнелей отырып, ез көңіл күйінен де айқын елес береді-","Жазушы өмір сүрген ортаны, нақты табиғат құбылыстарын адамның күнделікті тұрмысымен байланыстыра суреттейді және сол арқылы өзінің көңіл күйін де айқын аңғартады"
exttruth_kzh0504kzh#5093_1_1,Ш. Уәлихановтың туған жері қайда?,"Шоқан Шыңғысұлы Уәлиханов (шын есімі Мұхаммед Қанафия; 1835, Қ Ақмола облысы, Бурабай ауданы, Щучинск өңірі-- — 10 сәуір 1865, Көшентоған, Жетісу) — қазақтың ұлы ғалымы, XIX ғасырдың екінші жартысында Қазақстанда туған демократтық, ағартушылық мәдениеттің тұңғыш өкілдерінің бірі, шығыстанушы, тарихшы, фольклоршы, этнограф, географ, ағартушы. Әжесі бала күнінде «Шоқаным» деп еркелетіп айтуымен «Шоқан» аталып кеткен.","Қостанай облысы, Сарыкөл ауданы, Құсмұрын жері-","Ақмола облысы, Бурабай ауданы, Щучинск өңірі"
exttruth_bio0988bio#64566_1_1,Эволюциядағы ең негізгі қозғаушы қандай күштер?,"Сұрыптау ""(selection; sorting)""

* түрлі баламалар, түрлер, мүмкіндіктер, заттар арасынан ең маңыздыларын таңдап қалдыру; бұл тұрғыда таңдау жасаудың арнайы және талғампаз түрі.
* Қозғаушы сұрыпталу--, яғни табиғаттағы барша тіршілік түрлерінің (адам да бар) ұзақ замандық (шамамен 4 млрд жылдық, адамда шамамен 6 млн жылдық) тарихи эволюция барысында ортаға үйлескендерінің өмір сүріп, үйлесе алмағандарының құрып кетуі.
* шақырулардың сұрыптаулық тізбесіне қосылған терминалды немесе оның құрауышын адрестеу; белгілі бір ережеге сәйкес жиын элементтерін топ бойынша үлестіру. Сұрыптаудың бір түрі мәліметгерді сұрыптау нышанының мәндерінің өсуі немесе кемуі бойынша ретке келтіру.
Сұрыптау терминінің біріне-бірі жақын екі мағынасы бар:
#Адамға сапасы және қасиеттері үшін пайдалы жануарлар қолтұқымының, өсімдіктер іріктемесінің, ұсақ ағзалар себінділерінің жаңа туындыларын шығару үдерістері сұрыптау деп түсіндіріледі. Осы тұрғыдан алғанда сұрыптау бұрынғы тарихка дейінгі дәуірде басталған үдеріс болып есептеледі. Алғашқы адамдар ең алғаш жабайы жануарларды қолға үйретіп, тұңғыш рет өсімдіктерді еге бастаған сәттен бастап сұрыптау жүзеге аса бастады.",табиғи сұрыпталу-,Қозғаушы сұрыпталу
exttruth_-5350406519547304883#60831_1_1,Терідегі абсцесс қалай көрінеді?,"Абсцесс (abscess), терінің терең қабатында немесе ішкі органдарда жұқпалы бактериялар тудырған қандағы лейкоцит ұлпаларының бұзылуы салдарынан пайда болатын қойыртпақ — Ағзалар мен тканьдерде қабыну салдарынан іріңнің шоғырланып жиналуы.Қою сары ірің сау ұлпаларды қоршап тұратын жасуша сыртындағы сұйықтықтан бөлініп тұрады. Іріңді ісікті кесу немесе жару іріңнің ағып кетіп, ісіктің қайтып, ауырсынуды басады. Ісікті тіліп, қуысты құрғатып емдеу және антибиотиктер тағайындау жараның тез бітуіне жағдай жасайды. Егер қан құрамына өтіп кетсе, басқа ұлпаларда іріңді ісіктің пайда болуына әкелуі мүмкін.Негізгі абсцестер: жұтқыншақ артындағы абсцесс; қатты таңдай абсцесі; мұрын үсті абсцесі; көз асты абсцесі; тіл жақ науашық абсцесі; тіл абсцесі; салқын абсцесс.Абсцессотомия — абсцессті ашатын хирургиялық операция.",ірің.-,қойыртпақ
exttruth_-9059782417278834738#200959_1_1,Малайзиядағы егіз мұнаралар қайда орналасқан?,"Петро́нас (Menara Petronas) — 88-қабаттық мұнара ғимарат. Биіктігі — 451,9 метр. Малайзия астанасы Сеул орналасқан--. Жобалауында сол кездегі Малайзия премьер-министрі Махатхир Мохамад қатысып ғимаратты «исламдық» стилде салдырған. Сондықтан ғимаратты үстінен қарағанда екі сегіз төбелі жұлдыздан тұрады, ал сәулетші жартылай домалақ дөңесті ғимарат беріктігі үшін енгізген. Құрылысқа 6 жыл берілген (1992—1998 жж.). Екі мұнараның әр қайсысын бәсекелестікпен еңбек өнімділігін арттыру мақсатында екі бөлек компаниялар салған. Геологиялық зерттеулер бойынша анықталғандай құрылыс нысаны жартысы тасты жыныста орналасса, екінші жартысы — жұмсақ әктаста орналасқан. Егер осы жерде екі мұнаралы ғимаратты салса, олардың бірі міндетті түрде отырары хақ еді. Нәтижесінде кешенді толықтай жұмсақ грунтта 60 метр ығыстырып, 100 метрлік свайлар енгізіп салу шешілді. Бүгін бұл әлемдегі ең үлкен бетонды ғимарат іргесі болып келеді.",Куала-Лумпурде орналасқан-,Сеул орналасқан
exttruth_lit0573lit#29373_3_1,Қамбар батыр жырындағы ару қыз кім?,"«Қамбар батыр» жырының басты тақырыбы – жер мен ел намысын қорғау. Оқиға Әзімбайдың байлығы мен сұлу қызы – Асельді-- суреттеуден, 18 жасқа толған Назымның жар іздеген назынан басталады. Назымның ағалары – Қораз, Дораз, Қарымсақ, Қабыршақ – дара мінез иелері. Бұл кезде Қамбар да ер жетіп, елін асырап отырған батыр тұлғасында көрінеді. Эпостағы этникалық мәліметтер оның оқиға суреттелетін кезеңнен кейіндеу туғанын аңғартады. Жырда қазақ халқының тарихи жауы – қалмақ, кейінгі этникалық бірлестік – ноғайлы атауларымен бірге қазақ этнонимі де жиі кездеседі. Қамбардың шыққан тегіне қатысты — уақ, ""«Ноғайлының Қамбары»,"" Назымның әкесі Әзімбайға келгенде – «12 баулы өзбек» тіркестері қолданылған. Жыр сюжетінің алғаш аңыз түрінде туып, бері келе эпостық үлгіге ауысқаны аңғарылады. Ондағы көптеген ономастикалық атауларға қарап, Әуелбек Қоңыратбаев «Қамбар батыр» сюжетінің кейбір нұсқалары Сыр бойында туған деген тұжырым айтады. Кезінде М.Әуезов, С.Мұқанов, Н.Смирнова, Ә.Қоңыратбаев, М.Ғабдуллин, т.б. ғалымдар зерттеп, пікір айтқан.",Назымды-,Асельді
exttruth_bio0776bio#15125_4_1,Австралопитектердің қаңқа қалдықтары табылған аймақ -,"Қазақстанда Австралопитектердің қонысмекендері, құралдары, сүйек қалдықтары Ақтау--, Жетісу, Сарыарқа, Балқаш, Маңғыстау, Мұғалжар өңірлерінен табылды.",Қаратау-,Ақтау
exttruth_-3860790783038415611#59176_1_1_1,Қырым соғысының негізгі себебі?,"Қырым соғысы Шығыс соғысы (1853 — 1856), Ресей империя мен Ұлыбритания, Франция, Түркия, Сардиния одақтары арасында өткен. 19 ғ-дың орта кезінде Ұлыбритания мен Франция Ресейді Таяу Шығыс нарығынан ығыстырып, Түркияны өз ықпалына бағындырды. Олар Ресейді Қара теңіз жағалауынан шеттетіп, Ресей мен Кавказды иеленуді-- мақсат етті. Түркия еліндегі кейбір топтар Батыс Еуропа дипломатиясының қолдауына сүйеніп, Қырым мен Кавказды Ресейден тартып алуды көздеді. Солай Таяу Шығысқа ықпалын жүргізуге жанталасқан патшалық Ресей мен оның қарсыластары арасындағы қайшылық шиеленісе түсті. Ресей бүкіл Түркияны, оның астанасы Стамбұлды, Қара теңізі жағалауларын, Босфор мен Дарданелл бұғаздарын, Мәрмәр теңізін өзіне толық қаратуды көздеп, батыстық әріптестерімен қатынасын шиеленістіріп алды. Ресей православие шіркеуі Палестинадағы “қасиетті орындар” үшін 1852 ж. католик шіркеуімен дау-дамайға барды. Ресейдің “Еуропа жандармы” болуы және Таяу Шығыстағы, Орталық Азиядағы озбырлық саясаты батыс елдерін шошындырып, оларды тойтарыс беруге итермеледі. Ал Ресей патшасы Николай І мен Сыртқы істер министріліг Еуропа мемлекеттерінің жоспары туралы қате пікірде болды.",Қырым мен Кавказды иеленуді-,Ресей мен Кавказды иеленуді
exttruth_-2200840557626162020#568545_1_1,Копенгагендегі ryanair қай әуежайға ұшады?,"Амегер - -(дат.&lt;span&gt; &lt;/span&gt;Kastrup) — Копенгагеннің әуежайы, Даниядағы ең ірі əуежай. 1925 жылы салынған. Торнбюда (Tårnby) орналасқан — Копенгагеннің орталығынан оңтүстік-шығысқа қарай 8 шақырым жерде орналасқан Амагер (Amager) аралының муниципалитеті.",Каструп -,Амегер 
exttruth_-2641707891246811410#557567_1_1,АҚШ ұлттық әнұраны қалай аталады?,"""America the Beautiful"" (Әдемі Америка)-- — Америка Құрама Штаттарының мемлекеттік әнұраны. Ән төрт тармақтан тұрады, бірақ бүгінде оның біріншісі ғана кеңінен танымал.",The Star-Spangled Banner (Жұлдыздармен жарқыраған туымыз)-,"""America the Beautiful"" (Әдемі Америка)"
exttruth_4591041629504611205#18603_1_1,Канар аралдары әлем картасында қайда орналасқан?,"Канар аралдары (Islas Canarias) — Атлант мұхитындағы аралдар тобы. Испанияның 17 автономдық облыстарының бірі. Австрияның-- солтүстік-батыс жағалауынан 100 – 120 км жерде. Канар аралдарын мәңгі жасыл орман мен бұталар көмкерген. Эндемик өсімдіктер көп. Олардың қатарына дракон (айдаһар) ағашы, Канар құрма пальмасы мен қарағайы жатады. Жергілікті тұрғындар банан, картоп, цитрустар, жүзім, темекі, астық және бұршақ тұқымдастарын өсіреді, сиыр, ешкі, қой ұстайды. Аралда ұлттық саябақтар орналасқан. Аралдарда теңіздік климаттық курорт дамыған. Ірі қалалары: Лас-Пальмас және Санта-Крус-де-Тенерифе. Олар Еуропалық экономикалық қоғамдастыққа елдің бір бөлігі ретінде біріктірілген. Дегенмен, бұл мүшеліктің аралдардың ара-қашықтығына, экономикалық және тарихи-дәстүрлік ерекшеліктеріне байланысты өзіндік өзгешеліктері де бар.",Африканың-,Австрияның
exttruth_lit1072lit#5084_5_1_2,"Ы. Алтынсарин ұйымдастырған тұңғыш мектеп қай жылы, қай қалада ашылған?","Өз бетімен көп ізденіп, білім қорын молайта келе, Ыбырай өзінің алдына тілмаш болуды емес, туған халқына пайдалырақ басқа бір қызмет істеуді мақсат етіп қояды. Оның ынтасы ағартушылыққа ауады. 1860 жылы Жайықтың шығысындағы қазақтар үшін төрт бастауыш мектеп ашылған кезде, Ыбырай өзі сұранып, Торғай-- мектебіне мұғалім болуға рұқсат алып, сонда келеді. Бірақ мектеп бірден ашыла қоймайды. Бұл аралықта, Ыбырай ел ішінде мектептің пайдасын түсіндіріп, біраз баланы өз үйінде оқытады.
Торғай- мектебі 1864 жылы ғана ашылады. ""Осы жылы қаңтардың 8-і күні көптен күткен ісім орнына келіп, мектеп ашылды. Оған 14 қазақ баласы кірді. Бәрі де жақсы, есті балалар. Мен балаларды оқытуға қойға шапқан аш қасқырдай қызу кірістім"", – деп жазады, ол белгілі шығыстанушы, профессор Н.И.Ильминскийге жолдаған хатында. Ыбырай мектептегі сабақ пен тәрбие жұмысын сол кездегі орыс мектептері үлгісінде құрады. Сабақты қазақ тілінде жүргізе отырып, ол балаларға орыс тілін үйретуге, пән негіздерінен білім беруге тырысады. Тәрбие жұмысын адамгершілігі мол, жаңа ұрпақ тәрбиелеп шығаруға бейімдейді.",Торғай-,Қостанай
exttruth_woh0294woh#14045_48_1,Екінші дүниежүзілік соғыс кезінде Англияның премьер-министрі болған кім?,"1940 жылы 7 мамырда Қауымдар палатасында Норвегия шайқасында жеңіліске байланысты тыңдау өтті, келесі күні үкіметке сенім білдіру мәселесі бойынша дауыс беру өтті. Ресми сенім дауысын алғанына қарамастан, Чемберлен кабинет саясатының өткір сынына және дауыс берудегі шағын (81 дауыс) көпшілікке байланысты отставкаға кетуге шешім қабылдады. Черчилль мен лорд Галифакс ең қолайлы үміткерлер деп саналды. 9 мамырда Чемберлен, Черчилль, лорд Галифакс және парламенттік үкімет ұйымдастырушысы Дэвид Марджессон қатысқан жиналыста Галифакс отставкаға кетті және 1940 жылы 10 мамырда Джордж VI ресми түрде Франклин Делано Рузвельт - - премьер-министр етіп тағайындады. Черчилль бұл лауазымды сайлауда жеңіске жеткен партияның көшбасшысы ретінде емес, төтенше жағдайлардың үйлесуі нәтижесінде алды.",Черчилльді-,Франклин Делано Рузвельт
exttruth_kzh0214kzh#2397_3_1,Қазақтың пулеметші батыр қызы кім?,"* Ұлы Отан соғысы басталған кезде Алия-- Алматы медициналық институтында оқып жүрді.
* 1942 ж. тамызда ол өз еркімен Қызыл Армия қатарына алынып, 21-нші атқыштар дивизиясының құрамында ұрысқа қатысты.
* Аға сержант, пулеметші Мәншүк- ұрыстарда өзінің мергендігімен және тобында батылдығымен көзге түсті. Невель қаласы үшін болған кескілескен шешуші ұрыста Мәншүк- ақтық демі біткенше пулеметтен оқ боратып, қаһармандықпен қаза тапты.",Мәншүк-,Алия
exttruth_-2854006475159596620#489778_2_2,Эверестке алғаш рет кім көтерілді?,"Тенцинг Норгей-- ( ағылшынша.Sir Edmund Percival Hillary, 20 шiлде 1919 - 11 қаңтар 2008) - ЖаңаЗеландиялық зерттеушi , альпинист және (29 май 1953) Эверестiң бiрiншi бағындырушысы .Непалдың құрметтi азаматы.",Персиваль Эдмунд Хиллари-,Тенцинг Норгей
exttruth_-9116445769360241314#202008_1_1,2018 жылы футболдан әлем чемпионаты қайда өтеді?,"Футболдан 2018 жылғы әлем біріншілігі (Чемпионат мира по футболу 2018, 2018 FIFA World Cup) — ФИФА-ның 21-ші футболдан әлем чемпионаты, финалдық кезеңі 2018 жылы 14 маусым және 15 шілде аралығында Польшада-- өтті. Финалы Мәскеудегі Лужники стадионында өткізілді. Франция 4:2 есебімен Хорватияны ұтып, екінші рет әлем чемпионы атанды. Чемпионат Польшада 11 қаладағы 12 стадионда ойналды. Осы чемпионатта бірінші рет арбитрге видеокөмек жүйесі қолданылды.",Ресейде-,Польшада
exttruth_-8694694217050947337#20507_4_1,Esc компьютерде қалай қолданылады?,"&lt;Esc&gt; пернесі (болдырмау) – Іс-әрекетті тоқтату, команданы орындамау-- үшін қолданылады.","әрекетті немесе амалды болдырмау, сұхбат терезесін немесе мәтінміндік терезені жабу-","Іс-әрекетті тоқтату, команданы орындамау"
exttruth_-7907981524065822546#578150_2_1,Сұлулық пен құбыжық қашан шығады?,Ару мен Құбыжық - режиссер Билл Кондонның америкалық көркемдік музыкалық фильмі және Walt Disney Animation Studios кинокомпанияның толық метражды анимациялық фильмнің ремейкі. Жанна-Мари Лепренс де Бомонның аттас ертегісіне негізделген. Премьерасы 17 наурызда 2015 жылда болған.,2018 жылда,2015 жылда
exttruth_1491641555135878960#96945_3_1,Facebook барлық адамдарға қосылуға қашан рұқсат бере бастады?,"Сайттың алғашқы аты TheFacebook деп аталды және ол тек Гарвард университетiнiң студенттерiне ғана қол жетімді болды, кейінірек Бостонның басқа университеттерінің студенттеріне де жол ашылды, ал содан соң .edu доменіндегі электрондық мекенжайы бар АҚШ-тың кез келген оқу орнындағы студенттер де тіркеле алатын болды. 2006 жылдың қазан айынан бастап 13 жастан асқан электрондық поштасы бар ғаламтор пайдаланушыларына қол жетімді болды. 2013 жылдың наурыз айындағы мәлімет бойынша Facebook-ты пайдаланушылар саны 1,11 миллиардты құрайды, олардың көбісі мобильді құрылғыдардың көмегімен кіреді. Facebook-тың 2009 жылғы қаржы айналымы 700 млн АҚШ доллларын құрады.",2007 жылдың қыркүйек,2006 жылдың қазан
exttruth_kzh1394kzh#99556_4_1_3,"ХІХ ғ. екінші жартысында әрі сазгер, әрі ақын болған кім еді?","Қазақ халқының атақты ақыны, композитор-әнші Біржан сал Қожағұлұлы-- (1843-1913)қазіргі Солтүстік Қазақстан облысының аумағында дүниеге келді. Сауатын ауыл молдасынан ашып, кейін Қызылжар қаласындағы медреседе оқыған. Ол бала кезінен өлең шығарып, музыкамен әуестене бастайды. Қасына ерген талантты жастармен ауыл-ауылды аралап ән салып, домбыра тартады. Халық оны құрмет тұтып, «Ақан сері» атады. Ол музыкалық-поэтикалық мол мұра қалдырды. Оның бізге 40-тан астам әні жетті. Ақан серінің «Алтыбасар», «Сырымбет», «Мақпал», «Ақтоқты» әндері жан тебірентерлік әсерлі, сазды келеді. Оның «Еркем», «Аужар», «Айгөлек», «Ғашық жарға» атты тамаша әндері сүйіспеншілік тақырыбына арналған. Ақан серінің шығармашылығына қатты әсер еткен жағдай сүйікті тұлпары Құлагердің қаскөй зұлымдардың қолынан өлтірілуі еді. Ақан серінің әндерінде қоғамдық өмірдің әлеуметтік мәселелері, ел билеген әкімдердің озбырлық әрекеттері шебер бейнеленеді.&lt;br&gt;",Ақан сері Қорамсаұлы-,Біржан сал Қожағұлұлы
